"Referencia";"Fecha Alta";"Tipo";"Operación";"Provincia";"Superficie";"Precio Venta";"Fecha Venta";"Vendedor"
2644;08/09/2006;"Industrial";"Venta";"Barcelona";282;2205240;;
2645;08/10/2006;"Casa";"Venta";"Lleida";232;1341656;12/01/2006;"Joaquín"
2646;08/11/2006;"Oficina";"Alquiler";"Tarragona";268;1984808;03/06/2007;"Carmen"
2647;08/11/2006;"Industrial";"Alquiler";"Barcelona";270;1705320;03/26/2007;"Luisa"
2648;08/11/2006;"Local";"Alquiler";"Barcelona";220;1772540;12/25/2006;"Pedro"
2649;08/11/2006;"Casa";"Venta";"Girona";112;1093456;01/24/2007;"Pedro"
2650;08/11/2006;"Piso";"Venta";"Tarragona";275;1324125;12/31/2006;"Carmen"
2651;08/12/2006;"Industrial";"Alquiler";"Barcelona";126;1199394;;
2652;08/13/2006;"Local";"Venta";"Tarragona";98;957264;;
2653;08/13/2006;"Parking";"Venta";"Barcelona";110;643060;12/24/2006;"Carmen"
2654;08/13/2006;"Piso";"Alquiler";"Girona";297;2909412;;
2655;08/13/2006;"Suelo";"Venta";"Lleida";118;891136;;
2656;08/13/2006;"Oficina";"Alquiler";"Barcelona";86;733236;12/15/2006;"Jesús"
2657;08/14/2006;"Oficina";"Alquiler";"Barcelona";192;1622400;11/16/2006;"Carmen"
2658;08/14/2006;"Parking";"Alquiler";"Tarragona";207;1473219;02/20/2007;"Jesús"
2659;08/14/2006;"Oficina";"Venta";"Tarragona";73;395149;;
2660;08/15/2006;"Casa";"Alquiler";"Tarragona";61;563762;;
2661;08/16/2006;"Oficina";"Venta";"Girona";81;557604;12/17/2006;"Carmen"
2662;08/17/2006;"Local";"Venta";"Lleida";179;954249;12/21/2006;"Carmen"
2663;08/17/2006;"Suelo";"Alquiler";"Girona";116;1041448;;
2664;08/19/2006;"Parking";"Venta";"Lleida";164;1165548;;
2665;08/21/2006;"Industrial";"Alquiler";"Girona";71;336043;03/05/2007;"Luisa"
2666;08/21/2006;"Oficina";"Venta";"Barcelona";258;2539236;01/11/2007;"Joaquín"
2667;08/21/2006;"Parking";"Alquiler";"Lleida";118;853494;;
2668;08/21/2006;"Piso";"Venta";"Tarragona";84;554148;;
2669;08/22/2006;"Industrial";"Venta";"Girona";165;889350;01/11/2007;"Carmen"
2670;08/22/2006;"Suelo";"Alquiler";"Barcelona";215;1694630;;
2671;08/22/2006;"Parking";"Venta";"Lleida";99;925749;;
2672;08/22/2006;"Local";"Venta";"Barcelona";128;996096;04/27/2007;"Luisa"
2673;08/22/2006;"Parking";"Alquiler";"Barcelona";40;380280;03/29/2007;"Jesús"
2674;08/23/2006;"Casa";"Venta";"Barcelona";173;760854;03/13/2007;"Jesús"
2675;08/23/2006;"Piso";"Venta";"Barcelona";41;219145;12/21/2006;"Carmen"
2676;08/23/2006;"Piso";"Venta";"Girona";294;2574558;;
2677;08/24/2006;"Suelo";"Venta";"Lleida";214;1114940;;
2678;08/24/2006;"Casa";"Venta";"Tarragona";239;1793695;12/16/2006;"Carmen"
2679;08/25/2006;"Piso";"Alquiler";"Girona";58;326598;03/23/2007;"María"
2680;08/25/2006;"Local";"Venta";"Tarragona";228;1096452;03/31/2007;"Luisa"
2681;08/26/2006;"Parking";"Alquiler";"Barcelona";61;531493;01/03/2007;"Jesús"
2682;08/26/2006;"Suelo";"Venta";"Lleida";269;1971501;;
2683;08/26/2006;"Parking";"Alquiler";"Barcelona";59;307744;04/28/2007;"María"
2684;08/27/2006;"Suelo";"Alquiler";"Barcelona";67;506252;;
2685;08/27/2006;"Piso";"Alquiler";"Girona";76;498560;01/28/2007;"Pedro"
2686;08/28/2006;"Casa";"Alquiler";"Tarragona";199;1277381;;
2687;08/28/2006;"Piso";"Alquiler";"Barcelona";146;1287428;;
2688;08/28/2006;"Parking";"Venta";"Girona";220;1230240;;
2689;08/28/2006;"Piso";"Venta";"Girona";263;2173169;01/20/2007;"María"
2690;08/29/2006;"Local";"Venta";"Barcelona";272;2399312;12/28/2006;"Luisa"
2691;08/29/2006;"Parking";"Alquiler";"Girona";44;380072;12/14/2006;"Joaquín"
2692;08/29/2006;"Casa";"Alquiler";"Tarragona";73;354853;;
2693;08/29/2006;"Piso";"Venta";"Tarragona";215;1981440;05/03/2007;"Jesús"
2694;08/30/2006;"Piso";"Venta";"Lleida";233;2200452;;
2695;08/30/2006;"Suelo";"Venta";"Girona";186;1695948;03/23/2007;"Pedro"
2696;08/30/2006;"Casa";"Venta";"Tarragona";255;2080290;01/19/2007;"Luisa"
2697;08/31/2006;"Oficina";"Venta";"Barcelona";298;2977318;;
2698;09/01/2006;"Local";"Alquiler";"Barcelona";43;403770;02/28/2007;"Jesús"
2699;09/01/2006;"Piso";"Venta";"Tarragona";70;634130;02/19/2007;"Joaquín"
2700;09/02/2006;"Piso";"Venta";"Girona";179;1025491;;
2701;09/03/2006;"Suelo";"Venta";"Girona";203;1191610;12/24/2006;"María"
2702;09/03/2006;"Industrial";"Alquiler";"Tarragona";158;1553772;04/20/2007;"Luisa"
2703;09/04/2006;"Casa";"Venta";"Barcelona";289;2534241;01/28/2007;"María"
2704;09/04/2006;"Casa";"Alquiler";"Barcelona";221;1556282;;
2705;09/04/2006;"Casa";"Alquiler";"Tarragona";67;613251;03/08/2007;"Joaquín"
2706;09/04/2006;"Local";"Alquiler";"Lleida";171;1176480;;
2707;09/05/2006;"Piso";"Venta";"Tarragona";51;351492;01/26/2007;"María"
2708;09/05/2006;"Local";"Alquiler";"Girona";242;2326346;;
2709;09/06/2006;"Casa";"Alquiler";"Girona";291;1643568;;
2710;09/06/2006;"Piso";"Alquiler";"Girona";274;2445724;12/20/2006;"Luisa"
2711;09/07/2006;"Parking";"Venta";"Girona";286;2153580;;
2712;09/07/2006;"Suelo";"Alquiler";"Tarragona";71;348823;;
2713;09/07/2006;"Oficina";"Venta";"Girona";239;1994933;04/09/2007;"Carmen"
2714;09/07/2006;"Industrial";"Alquiler";"Girona";53;478431;01/28/2007;"Carmen"
2715;09/07/2006;"Parking";"Alquiler";"Lleida";151;1110907;;
2716;09/07/2006;"Local";"Venta";"Lleida";224;2076480;;
2717;09/08/2006;"Suelo";"Alquiler";"Tarragona";94;407114;04/24/2007;"Pedro"
2718;09/08/2006;"Oficina";"Venta";"Tarragona";245;1349705;;
2719;09/08/2006;"Piso";"Alquiler";"Lleida";122;770552;;
2720;09/09/2006;"Casa";"Venta";"Lleida";188;918380;;
2721;09/09/2006;"Parking";"Venta";"Tarragona";48;256992;;
2722;09/10/2006;"Parking";"Venta";"Barcelona";251;2180939;;
2723;09/10/2006;"Oficina";"Alquiler";"Lleida";142;680606;02/19/2007;"Pedro"
2724;09/10/2006;"Parking";"Venta";"Lleida";202;874256;;
2725;09/10/2006;"Oficina";"Alquiler";"Tarragona";285;1299315;;
2726;09/11/2006;"Piso";"Venta";"Tarragona";100;545100;01/11/2007;"Pedro"
2727;09/11/2006;"Local";"Venta";"Tarragona";230;1580790;03/04/2007;"Carmen"
2728;09/12/2006;"Industrial";"Alquiler";"Lleida";109;591325;01/07/2007;"Joaquín"
2729;09/12/2006;"Oficina";"Venta";"Lleida";183;920490;;
2730;09/13/2006;"Parking";"Venta";"Barcelona";68;583236;;
2731;09/13/2006;"Piso";"Venta";"Barcelona";294;2885316;02/13/2007;"María"
2732;09/14/2006;"Oficina";"Venta";"Lleida";225;1239525;;
2733;09/14/2006;"Piso";"Alquiler";"Tarragona";117;482274;05/02/2007;"María"
2734;09/15/2006;"Local";"Venta";"Girona";197;1967242;12/28/2006;"Pedro"
2735;09/15/2006;"Oficina";"Venta";"Lleida";151;1057755;;
2736;09/16/2006;"Suelo";"Alquiler";"Lleida";224;1956864;01/28/2007;"Carmen"
2737;09/16/2006;"Oficina";"Alquiler";"Barcelona";72;604440;;
2738;09/16/2006;"Parking";"Alquiler";"Lleida";109;535408;01/06/2007;"Joaquín"
2739;09/17/2006;"Oficina";"Alquiler";"Tarragona";126;779058;;
2740;09/18/2006;"Oficina";"Venta";"Lleida";239;2297985;;
2741;09/19/2006;"Industrial";"Venta";"Barcelona";144;672192;02/15/2007;"María"
2742;09/19/2006;"Suelo";"Venta";"Lleida";182;1298752;;
2743;09/19/2006;"Piso";"Venta";"Tarragona";137;578688;;
2744;09/19/2006;"Industrial";"Venta";"Tarragona";245;1728230;;
2745;09/19/2006;"Oficina";"Venta";"Barcelona";164;1040252;01/02/2007;"Carmen"
2746;09/20/2006;"Suelo";"Venta";"Barcelona";131;1134984;;
2747;09/20/2006;"Suelo";"Alquiler";"Tarragona";208;2066688;;
2748;09/20/2006;"Industrial";"Venta";"Tarragona";132;579348;12/31/2006;"Carmen"
2749;09/21/2006;"Casa";"Venta";"Lleida";211;1326135;;
2750;09/21/2006;"Parking";"Venta";"Lleida";257;2121278;02/23/2007;"Joaquín"
2751;09/21/2006;"Industrial";"Alquiler";"Barcelona";279;1262196;04/24/2007;"Jesús"
2752;09/22/2006;"Local";"Venta";"Girona";257;2242839;;
2753;09/22/2006;"Suelo";"Venta";"Lleida";138;1317210;01/07/2007;"María"
2754;09/23/2006;"Piso";"Venta";"Barcelona";254;2001266;02/10/2007;"Luisa"
2755;09/23/2006;"Oficina";"Alquiler";"Girona";134;1088616;03/11/2007;"María"
2756;09/23/2006;"Oficina";"Venta";"Girona";261;1475172;;
2757;09/25/2006;"Oficina";"Alquiler";"Tarragona";189;958608;02/23/2007;"Jesús"
2758;09/25/2006;"Piso";"Venta";"Lleida";98;458346;;
2759;09/25/2006;"Suelo";"Alquiler";"Lleida";41;185976;01/19/2007;"Luisa"
2760;09/25/2006;"Piso";"Alquiler";"Barcelona";110;641080;01/31/2007;"Carmen"
2761;09/26/2006;"Suelo";"Alquiler";"Tarragona";77;375067;01/10/2007;"Carmen"
2762;09/27/2006;"Local";"Venta";"Tarragona";211;1819875;;
2763;09/27/2006;"Oficina";"Venta";"Lleida";135;1345545;05/07/2007;"Luisa"
2764;09/28/2006;"Casa";"Alquiler";"Lleida";133;976885;01/14/2007;"Pedro"
2765;09/28/2006;"Suelo";"Venta";"Lleida";115;1094225;;
2766;09/28/2006;"Suelo";"Alquiler";"Girona";194;1519214;;
2767;09/29/2006;"Industrial";"Venta";"Barcelona";216;1734264;05/06/2007;"Pedro"
2768;09/29/2006;"Casa";"Venta";"Barcelona";258;1536906;;
2769;09/30/2006;"Casa";"Venta";"Girona";142;1194078;03/30/2007;"Joaquín"
2770;09/30/2006;"Piso";"Venta";"Girona";244;2291404;04/23/2007;"María"
2771;10/02/2006;"Industrial";"Venta";"Girona";77;496881;02/01/2007;"Luisa"
2772;10/02/2006;"Local";"Alquiler";"Girona";72;372672;05/04/2007;"María"
2773;10/02/2006;"Piso";"Venta";"Barcelona";292;1536212;;
2774;10/02/2006;"Suelo";"Alquiler";"Girona";271;1780199;03/20/2007;"Carmen"
2775;10/03/2006;"Local";"Venta";"Barcelona";192;1484544;;
2776;10/04/2006;"Piso";"Venta";"Girona";290;2381770;03/11/2007;"María"
2777;10/04/2006;"Industrial";"Venta";"Tarragona";284;2072632;02/02/2007;"Joaquín"
2778;10/04/2006;"Piso";"Venta";"Lleida";145;949025;01/20/2007;"Joaquín"
2779;10/04/2006;"Casa";"Venta";"Girona";295;1658785;;
2780;10/05/2006;"Industrial";"Venta";"Girona";157;1242498;03/26/2007;"Luisa"
2781;10/05/2006;"Suelo";"Venta";"Tarragona";95;724090;;
2782;10/05/2006;"Industrial";"Venta";"Barcelona";182;896532;;
2783;10/06/2006;"Local";"Venta";"Tarragona";223;985883;04/14/2007;"Luisa"
2784;10/06/2006;"Oficina";"Venta";"Barcelona";272;2008176;;
2785;10/07/2006;"Suelo";"Venta";"Girona";51;288966;;
2786;10/07/2006;"Suelo";"Venta";"Tarragona";215;1015015;03/03/2007;"Carmen"
2787;10/07/2006;"Casa";"Venta";"Tarragona";123;1211427;04/09/2007;"Jesús"
2788;10/08/2006;"Piso";"Alquiler";"Barcelona";59;552476;;
2789;10/08/2006;"Suelo";"Alquiler";"Girona";136;777240;04/04/2007;"Carmen"
2790;10/08/2006;"Industrial";"Venta";"Girona";212;1565620;04/04/2007;"María"
2791;10/08/2006;"Piso";"Venta";"Barcelona";99;914463;01/22/2007;"Jesús"
2792;10/08/2006;"Local";"Venta";"Lleida";217;1770503;02/11/2007;"Pedro"
2793;10/09/2006;"Casa";"Venta";"Girona";250;1370500;;
2794;10/09/2006;"Casa";"Venta";"Girona";57;360582;;
2795;10/09/2006;"Local";"Alquiler";"Lleida";280;2327080;;
2796;10/09/2006;"Local";"Alquiler";"Barcelona";191;1345213;;
2797;10/10/2006;"Parking";"Venta";"Lleida";275;2096050;;
2798;10/10/2006;"Oficina";"Alquiler";"Tarragona";202;1028988;;
2799;10/11/2006;"Oficina";"Alquiler";"Barcelona";178;1319336;;
2800;10/11/2006;"Casa";"Venta";"Barcelona";212;2108128;;
2801;10/13/2006;"Suelo";"Venta";"Tarragona";189;1794366;;
2802;10/13/2006;"Oficina";"Venta";"Lleida";64;594880;04/06/2007;"Luisa"
2803;10/13/2006;"Parking";"Venta";"Tarragona";244;2429752;01/15/2007;"Carmen"
2804;10/13/2006;"Suelo";"Alquiler";"Lleida";117;762606;;
2805;10/13/2006;"Local";"Venta";"Girona";271;1923558;04/17/2007;"Luisa"
2806;10/13/2006;"Oficina";"Alquiler";"Tarragona";271;2621925;02/19/2007;"Carmen"
2807;10/14/2006;"Piso";"Venta";"Barcelona";133;1066527;04/30/2007;"Luisa"
2808;10/14/2006;"Suelo";"Alquiler";"Tarragona";293;2560527;;
2809;10/15/2006;"Parking";"Venta";"Girona";206;1659742;03/08/2007;"Jesús"
2810;10/15/2006;"Industrial";"Alquiler";"Lleida";83;695789;02/18/2007;"Carmen"
2811;10/16/2006;"Oficina";"Alquiler";"Lleida";250;1480500;02/19/2007;"Luisa"
2812;10/16/2006;"Local";"Venta";"Tarragona";85;839630;;
2813;10/17/2006;"Industrial";"Venta";"Barcelona";292;1905300;03/12/2007;"Carmen"
2814;10/17/2006;"Casa";"Alquiler";"Barcelona";128;544896;;
2815;10/17/2006;"Local";"Venta";"Girona";181;1405465;;
2816;10/18/2006;"Industrial";"Alquiler";"Barcelona";92;538568;;
2817;10/18/2006;"Local";"Alquiler";"Tarragona";166;1573514;03/17/2007;"Pedro"
2818;10/18/2006;"Casa";"Venta";"Tarragona";44;224928;;
2819;10/18/2006;"Oficina";"Venta";"Tarragona";234;1438866;;
2820;10/19/2006;"Local";"Venta";"Lleida";122;817156;;
2821;10/19/2006;"Casa";"Venta";"Lleida";239;1215554;05/03/2007;"Luisa"
2822;10/21/2006;"Local";"Alquiler";"Tarragona";123;961368;;
2823;10/21/2006;"Local";"Alquiler";"Lleida";128;1162624;;
2824;10/22/2006;"Parking";"Venta";"Girona";196;1210496;;
2825;10/22/2006;"Casa";"Venta";"Lleida";275;2669425;03/23/2007;"Jesús"
2826;10/23/2006;"Industrial";"Alquiler";"Barcelona";242;1250172;03/08/2007;"María"
2827;10/23/2006;"Oficina";"Venta";"Lleida";236;1300360;;
2828;10/23/2006;"Parking";"Venta";"Tarragona";187;1513765;;
2829;10/23/2006;"Local";"Alquiler";"Girona";273;1766310;;
2830;10/24/2006;"Suelo";"Alquiler";"Tarragona";187;1469446;03/31/2007;"Joaquín"
2831;10/24/2006;"Parking";"Alquiler";"Tarragona";221;1318707;;
2832;10/24/2006;"Oficina";"Alquiler";"Girona";224;1126944;04/07/2007;"Joaquín"
2833;10/25/2006;"Parking";"Alquiler";"Lleida";137;931463;;
2834;10/25/2006;"Piso";"Venta";"Tarragona";192;1661760;;
2835;10/26/2006;"Local";"Venta";"Lleida";293;1956068;05/03/2007;"Jesús"
2836;10/26/2006;"Piso";"Alquiler";"Lleida";111;529137;;
2837;10/26/2006;"Industrial";"Venta";"Girona";50;466850;;
2838;10/26/2006;"Industrial";"Alquiler";"Girona";41;379291;04/26/2007;"María"
2839;10/26/2006;"Local";"Venta";"Barcelona";53;506256;;
2840;10/28/2006;"Casa";"Alquiler";"Tarragona";247;1107301;;
2841;10/29/2006;"Industrial";"Alquiler";"Barcelona";172;1167020;03/28/2007;"Pedro"
2842;10/29/2006;"Casa";"Alquiler";"Girona";125;1041625;05/04/2007;"Pedro"
2843;10/29/2006;"Suelo";"Alquiler";"Lleida";245;1240925;;
2844;10/29/2006;"Suelo";"Alquiler";"Girona";73;660577;03/25/2007;"Carmen"
2845;10/29/2006;"Industrial";"Venta";"Girona";247;1843361;01/30/2007;"Pedro"
2846;10/29/2006;"Piso";"Alquiler";"Tarragona";156;887328;;
2847;10/30/2006;"Parking";"Alquiler";"Lleida";63;416997;03/13/2007;"Joaquín"
2848;10/30/2006;"Casa";"Alquiler";"Tarragona";99;455499;;
2849;10/31/2006;"Piso";"Alquiler";"Girona";285;1940565;;
2850;10/31/2006;"Parking";"Venta";"Barcelona";285;1638750;05/04/2007;"Carmen"
2851;10/31/2006;"Oficina";"Venta";"Girona";294;2267622;;
2852;11/01/2006;"Local";"Alquiler";"Tarragona";121;567611;03/18/2007;"Jesús"
2853;11/01/2006;"Piso";"Alquiler";"Tarragona";260;2292160;03/07/2007;"Jesús"
2854;11/02/2006;"Casa";"Venta";"Girona";190;1105230;;
2855;11/02/2006;"Oficina";"Alquiler";"Lleida";47;400816;03/28/2007;"Carmen"
2856;11/02/2006;"Casa";"Venta";"Girona";141;821889;;
2857;11/03/2006;"Suelo";"Alquiler";"Barcelona";283;2569923;03/28/2007;"Pedro"
2858;11/03/2006;"Parking";"Alquiler";"Lleida";123;963459;;
2859;11/03/2006;"Parking";"Alquiler";"Lleida";141;763938;05/06/2007;"Jesús"
2860;11/03/2006;"Parking";"Alquiler";"Lleida";43;294722;05/05/2007;"Jesús"
2861;11/03/2006;"Suelo";"Alquiler";"Barcelona";76;354084;;
2862;11/03/2006;"Parking";"Alquiler";"Girona";275;1623600;04/28/2007;"Pedro"
2863;11/03/2006;"Industrial";"Venta";"Girona";67;637103;04/26/2007;"Pedro"
2864;11/04/2006;"Oficina";"Venta";"Lleida";130;1186380;03/06/2007;"Jesús"
2865;11/04/2006;"Local";"Alquiler";"Girona";197;1704050;;
2866;11/04/2006;"Piso";"Venta";"Lleida";292;1427004;;
2867;11/05/2006;"Industrial";"Alquiler";"Lleida";208;1269008;;
2868;11/05/2006;"Oficina";"Venta";"Lleida";248;1270256;;
2869;11/05/2006;"Industrial";"Alquiler";"Barcelona";75;480600;;
2870;11/05/2006;"Casa";"Alquiler";"Barcelona";212;1357648;04/25/2007;"Luisa"
2871;11/05/2006;"Industrial";"Venta";"Lleida";246;2345364;;
2872;11/06/2006;"Parking";"Venta";"Lleida";267;1516293;02/21/2007;"Joaquín"
2873;11/07/2006;"Industrial";"Venta";"Barcelona";136;1262624;03/27/2007;"Carmen"
2874;11/07/2006;"Oficina";"Venta";"Girona";67;342705;;
2875;11/07/2006;"Local";"Alquiler";"Girona";166;1607710;;
2876;11/07/2006;"Casa";"Venta";"Girona";129;722013;03/18/2007;"Carmen"
2877;11/08/2006;"Local";"Alquiler";"Barcelona";174;799356;;
2878;11/08/2006;"Parking";"Venta";"Girona";124;950832;;
2879;11/08/2006;"Oficina";"Venta";"Lleida";165;1355805;;
2880;11/09/2006;"Parking";"Alquiler";"Lleida";295;1767345;04/03/2007;"Jesús"
2881;11/09/2006;"Local";"Venta";"Girona";127;815467;04/25/2007;"Pedro"
2882;11/09/2006;"Piso";"Venta";"Tarragona";55;238975;;
2883;11/09/2006;"Casa";"Venta";"Barcelona";70;407610;;
2884;11/09/2006;"Piso";"Alquiler";"Lleida";285;2565285;;
2885;11/09/2006;"Industrial";"Alquiler";"Lleida";195;1414140;;
2886;11/10/2006;"Suelo";"Alquiler";"Girona";201;850029;04/22/2007;"María"
2887;11/10/2006;"Local";"Alquiler";"Girona";61;265289;02/17/2007;"Carmen"
2888;11/11/2006;"Local";"Alquiler";"Barcelona";239;1197390;;
2889;11/11/2006;"Piso";"Alquiler";"Lleida";223;1071515;03/20/2007;"Luisa"
2890;11/12/2006;"Industrial";"Venta";"Barcelona";72;449064;;
2891;11/12/2006;"Suelo";"Alquiler";"Lleida";132;936672;;
2892;11/13/2006;"Industrial";"Venta";"Barcelona";262;2517034;;
2893;11/13/2006;"Parking";"Alquiler";"Lleida";186;1464192;;
2894;11/13/2006;"Oficina";"Alquiler";"Lleida";173;934200;;
2895;11/14/2006;"Suelo";"Venta";"Tarragona";124;1014196;;
2896;11/14/2006;"Oficina";"Alquiler";"Lleida";234;979056;04/26/2007;"Jesús"
2897;11/16/2006;"Piso";"Alquiler";"Girona";258;1058832;;
2898;11/17/2006;"Casa";"Alquiler";"Tarragona";214;1771492;;
2899;11/17/2006;"Industrial";"Venta";"Girona";105;1045905;04/24/2007;"Joaquín"
2900;11/18/2006;"Suelo";"Venta";"Girona";51;344811;;
2901;11/18/2006;"Casa";"Venta";"Tarragona";70;598290;;
2902;11/19/2006;"Parking";"Venta";"Girona";135;563760;03/13/2007;"Pedro"
2903;11/19/2006;"Piso";"Venta";"Barcelona";199;1370911;;
2904;11/20/2006;"Industrial";"Alquiler";"Girona";149;1454836;;
2905;11/20/2006;"Casa";"Alquiler";"Tarragona";282;1239672;03/10/2007;"Jesús"
2906;11/20/2006;"Industrial";"Alquiler";"Lleida";169;720278;;
2907;11/21/2006;"Piso";"Alquiler";"Tarragona";113;879366;;
2908;11/22/2006;"Local";"Alquiler";"Lleida";128;669056;03/15/2007;"Joaquín"
2909;11/22/2006;"Local";"Alquiler";"Tarragona";228;2081868;;
2910;11/23/2006;"Suelo";"Alquiler";"Tarragona";125;1166375;;
2911;11/23/2006;"Piso";"Alquiler";"Lleida";282;1234032;04/17/2007;"Joaquín"
2912;11/24/2006;"Local";"Venta";"Lleida";218;2102174;;
2913;11/24/2006;"Parking";"Venta";"Barcelona";131;1008176;;
2914;11/24/2006;"Industrial";"Alquiler";"Tarragona";67;282405;;
2915;11/24/2006;"Parking";"Venta";"Barcelona";185;1635030;;
2916;11/24/2006;"Suelo";"Venta";"Tarragona";176;1185536;;
2917;11/26/2006;"Local";"Venta";"Lleida";265;1820285;;
2918;11/27/2006;"Casa";"Alquiler";"Barcelona";141;1045233;;
2919;11/27/2006;"Parking";"Venta";"Lleida";49;327271;;
2920;11/27/2006;"Oficina";"Alquiler";"Girona";99;831204;;
2921;11/27/2006;"Casa";"Alquiler";"Girona";77;360822;;
2922;11/27/2006;"Suelo";"Venta";"Tarragona";60;288360;03/25/2007;"Jesús"
2923;11/28/2006;"Casa";"Alquiler";"Tarragona";95;519365;;
2924;11/28/2006;"Local";"Alquiler";"Tarragona";175;890925;;
2925;11/28/2006;"Casa";"Venta";"Barcelona";49;367206;04/03/2007;"Jesús"
2926;11/28/2006;"Casa";"Alquiler";"Tarragona";197;1165649;;
2927;11/28/2006;"Oficina";"Venta";"Lleida";153;1095786;;
2928;11/29/2006;"Oficina";"Venta";"Lleida";180;1467360;;
2929;11/29/2006;"Casa";"Alquiler";"Lleida";253;1239700;;
2930;11/29/2006;"Parking";"Venta";"Girona";82;643290;;
2931;11/29/2006;"Local";"Venta";"Barcelona";230;1847590;;
2932;11/30/2006;"Piso";"Venta";"Lleida";86;707350;;
2933;11/30/2006;"Parking";"Venta";"Girona";44;353628;;
2934;11/30/2006;"Casa";"Venta";"Barcelona";261;1752093;;
2935;11/30/2006;"Oficina";"Alquiler";"Lleida";192;1169088;;
2936;11/30/2006;"Casa";"Venta";"Barcelona";219;883446;;
2937;12/01/2006;"Piso";"Venta";"Girona";100;905600;05/07/2007;"Joaquín"
2938;12/02/2006;"Oficina";"Venta";"Tarragona";114;1078668;03/31/2007;"Jesús"
2939;12/02/2006;"Parking";"Venta";"Barcelona";187;1274218;;
2940;12/02/2006;"Local";"Venta";"Barcelona";94;789976;03/08/2007;"María"
2941;12/03/2006;"Piso";"Venta";"Barcelona";274;2474220;;
2942;12/03/2006;"Casa";"Alquiler";"Lleida";145;684110;;
2943;12/04/2006;"Piso";"Venta";"Barcelona";261;2198403;03/09/2007;"Joaquín"
2944;12/04/2006;"Industrial";"Alquiler";"Girona";114;1130424;;
2945;12/05/2006;"Casa";"Alquiler";"Girona";151;693543;;
2946;12/05/2006;"Piso";"Venta";"Lleida";136;1323280;;
2947;12/06/2006;"Suelo";"Venta";"Barcelona";186;1367100;;
2948;12/06/2006;"Casa";"Alquiler";"Girona";138;1186524;04/24/2007;"Joaquín"
2949;12/07/2006;"Industrial";"Alquiler";"Lleida";96;450336;;
2950;12/07/2006;"Industrial";"Alquiler";"Tarragona";172;1270908;;
2951;12/07/2006;"Parking";"Venta";"Tarragona";147;1045317;;
2952;12/07/2006;"Casa";"Alquiler";"Lleida";236;2133204;03/13/2007;"Pedro"
2953;12/07/2006;"Casa";"Alquiler";"Girona";251;1528088;;
2954;12/08/2006;"Local";"Venta";"Barcelona";185;1255595;;
2955;12/08/2006;"Piso";"Alquiler";"Lleida";112;774144;;
2956;12/08/2006;"Industrial";"Alquiler";"Girona";59;432411;;
2957;12/09/2006;"Piso";"Venta";"Tarragona";61;258030;;
2958;12/09/2006;"Suelo";"Alquiler";"Girona";193;1059956;03/10/2007;"María"
2959;12/09/2006;"Casa";"Alquiler";"Lleida";119;888335;;
2960;12/10/2006;"Industrial";"Venta";"Girona";117;575640;;
2961;12/10/2006;"Local";"Alquiler";"Tarragona";257;2170622;04/18/2007;"Jesús"
2962;12/11/2006;"Oficina";"Venta";"Lleida";171;1696149;;
2963;12/11/2006;"Piso";"Venta";"Tarragona";197;1077196;04/12/2007;"María"
2964;12/11/2006;"Local";"Venta";"Tarragona";242;1246058;;
2965;12/11/2006;"Local";"Venta";"Barcelona";128;752896;;
2966;12/12/2006;"Parking";"Alquiler";"Barcelona";147;679140;;
2967;12/12/2006;"Casa";"Venta";"Barcelona";43;305128;;
2968;12/13/2006;"Industrial";"Venta";"Lleida";198;1094940;03/25/2007;"Joaquín"
2969;12/13/2006;"Industrial";"Venta";"Girona";109;703159;;
2970;12/14/2006;"Local";"Alquiler";"Barcelona";200;1385200;03/31/2007;"Joaquín"
2971;12/14/2006;"Industrial";"Alquiler";"Barcelona";291;2797092;;
2972;12/15/2006;"Casa";"Alquiler";"Tarragona";158;1185790;;
2973;12/15/2006;"Casa";"Venta";"Barcelona";134;1295914;;
2974;12/15/2006;"Piso";"Venta";"Girona";200;1559800;04/23/2007;"Joaquín"
2975;12/15/2006;"Local";"Alquiler";"Tarragona";164;1482068;;
2976;12/16/2006;"Industrial";"Alquiler";"Tarragona";48;249072;;
2977;12/16/2006;"Local";"Alquiler";"Lleida";248;1957960;;
2978;12/16/2006;"Piso";"Venta";"Tarragona";174;1377210;;
2979;12/16/2006;"Suelo";"Alquiler";"Girona";152;1147144;;
2980;12/17/2006;"Casa";"Alquiler";"Barcelona";200;1957200;;
2981;12/17/2006;"Piso";"Alquiler";"Barcelona";182;1421056;04/04/2007;"María"
